gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,lon,lat
2993587713,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:GAY-2:2003:M5:001078,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Tayrona, Bahía Granate Estación GRA 2",Magdalena,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,13.5,1.5,2003-10-29,29,10,2003,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Isabel Cristina Chacón Gómez,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-74.116944,11.331361
2993587676,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:MIN-1:2008:S3:002107,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, Noroeste Isla Mucura Minalta Estación MIN 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,6.5,0.5,2008-09-30,30,9,2008,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Catalina Casas;Laura Muñoz Escobar,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.923389,9.790583
2993587609,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CAN-2:2006:M5:001733,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, El Canal Estación CAN 2","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,15,3,2006-09-27,27,9,2006,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Nicasio Howard;Katherine Bernal,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.397067,13.398717
2993587252,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:ACU-1:2017:S3:003302,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.5,1.5,2017-09-02,2,9,2017,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Laura Sanchez Valencia,NA,NA,2025-08-02T11:49:04Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.695617,12.555183
2993587193,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:EMI-2:2017:M4:003286,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, Emisario Estación EMI 2","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,1.5,2017-09-01,1,9,2017,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Laura Sanchez Valencia,NA,NA,2025-08-02T11:49:04Z,NA,CONTINENT_COORDINATE_MISMATCH,-81.7258,12.5687
2993585845,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:SFE-2:2006:M1:001747,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, San Felipe Estación SFE 2","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,11.5,0.5,2006-09-28,28,9,2006,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Nicasio Howard;Katherine Bernal,NA,NA,2025-08-02T11:49:04Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.414394,13.365517
2993586389,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:VAR-1:2018:S4:003369,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, Cartagena, Varadero Estación VAR 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.25,1.75,2018-04-28,28,4,2018,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Laura Sanchez Valencia,NA,NA,2025-08-02T11:49:04Z,NA,NA,-75.585069,10.308042
2993585991,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CAN-1:2001:S1:000167,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, El Canal Estación CAN 1","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,1.5,2001-10-22,22,10,2001,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Valeria Pizarro;Sonia Bejarano,NA,NA,2025-08-02T11:49:04Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.390633,13.388767
2993585432,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CAP-2:2002:M2:000439,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,Ensenada Capurganá Estación CAP 2,Chocó,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10,2,2002-07-01,1,7,2002,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Oscar Caucali;Nelson Manrique,NA,NA,2025-08-02T11:49:04Z,NA,COORDINATE_ROUNDED,-77.33625,8.642056
2979609597,040c5662-da76-4782-a48e-cdea1892d14c,ABBAI2054-17,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,UNRANKED,BOLD:ABA2440,BOLD:ABA2440,NA,PA,NA,Bocas Del Toro,PRESENT,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,15,0,2016-02-26,26,2,2016,10804266,2278861,MATERIAL_SAMPLE,No Voucher Tissue,NA,NA,NA,Rachel Collin,NA,CC_BY_4_0,NA,Rachel Collin and Michael J. Boyle,NA,NA,2025-07-20T08:42:08Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_NONE,-82.26,9.34
2979543417,040c5662-da76-4782-a48e-cdea1892d14c,ABBAI471-15,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,UNRANKED,BOLD:ABA2440,BOLD:ABA2440,NA,PA,in front of STRI point,Bocas Del Toro,PRESENT,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,15,0,2013-07-03,3,7,2013,10804266,2278861,MATERIAL_SAMPLE,No Voucher Tissue,NA,NA,NA,Rachel Collin,NA,CC_BY_4_0,NA,Eduardo Zattara/Gaston Alurralde,NA,NA,2025-07-20T08:40:19Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_NONE,-82.267,9.34775
2630869075,e6dc2144-bccb-4ac0-95f8-935d32c6144b,fce5c61b7c4fe5323fd51ecbf2fdaa4e,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Enmedio Reef, Veracruz, Gulf of Mexico, Mexico",Veracruz de ignacio de la llave,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,80,NA,0,0,2,0,2005-03-01,1,3,2005,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.106,NA,E. V. Celaya-Hernández; M. A. Gordillo-Hernández,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),J. S. Hernández-Álvarez; A. Granados-Barba,NotAType,NA,2025-07-05T01:57:53Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-95.937222,19.104444
2630867679,e6dc2144-bccb-4ac0-95f8-935d32c6144b,6a0f82ffd152f5ad381ea9f8c24f5a3d,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Puerto Morelos, lado Sur de la zona arrecifal de Punta Brava, Quintana Roo, Mar Caribe, México",Quintana roo,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,70,NA,0,0,1,1,2000-03-07,7,3,2000,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.76,NA,S. Ariza-Mancio,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),A. Laguarda-Figueras; A. Durán-González; J. Torres-Vega; E. Mata-Pérez; S. Frontana-Uribe; A. Rojas-Santoyo; A. Frontana-Uribe; B. S. Gómez-Carriedo; A. Medina-Cárcamo,NotAType,NA,2025-07-05T01:57:53Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;DEPTH_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-86.9125,20.806111
2630866353,e6dc2144-bccb-4ac0-95f8-935d32c6144b,3313e50b2c2101a7b8159b809cad4d84,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Arrecife Hornos, Veracruz, Veracruz, Golfo de México",Veracruz de ignacio de la llave,PRESENT,3,ff90b050-c256-11db-b71b-b8a03c50a862,80,NA,0,0,1,0,2004-06-05,5,6,2004,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.107,NA,Domínguez,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),R. Rojas,NotAType,NA,2025-07-05T01:57:50Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-96.126344,19.195481
2630866963,e6dc2144-bccb-4ac0-95f8-935d32c6144b,3fe2868fbd8d6ce83558b0f788afea72,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Enmedio Reef, Veracruz, Gulf of Mexico, Mexico",Veracruz de ignacio de la llave,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,80,NA,0,0,3,0,2005-04-09,9,4,2005,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.104,NA,E. V. Celaya-Hernández; M. A. Gordillo-Hernández,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),F. A. Solís-Marín; B. Salguero-Silva; E. I. Guzmán; G. Santamaría-López; M. A. Gordillo-Hernández,NotAType,NA,2025-07-05T01:57:52Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-95.935833,19.114444
2630865519,e6dc2144-bccb-4ac0-95f8-935d32c6144b,71f2ecead500dedb6714708208f6cd14,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"1200 metros al Sur de Muelle de Cubos, Puerto Morelos, Quintana Roo, Mar Caribe, México",Quintana roo,PRESENT,38,ff90b050-c256-11db-b71b-b8a03c50a862,70,NA,0,0,2,2,2000-03-10,10,3,2000,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.85,NA,S. Ariza-Mancio,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),A. Laguarda-Figueras; A. Durán-González; J. Torres-Vega; E. Mata-Pérez; S. Frontana-Uribe; A. Rojas-Santoyo; A. Frontana-Uribe; B. S. Gómez-Carriedo; A. Medina-Cárcamo,NotAType,NA,2025-07-05T01:57:50Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;DEPTH_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-86.830555,20.823056
2630864229,e6dc2144-bccb-4ac0-95f8-935d32c6144b,bebbbe8ed61823760fc1c3f2a48e82cb,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Isla Verde, Veracruz, Veracruz, Golfo de México, México",Veracruz de ignacio de la llave,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,80,NA,0,0,1.2,0,2001-10-12,12,10,2001,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.91,NA,E. V. Celaya-Hernández,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),E. V. Celaya-Hernández,NotAType,NA,2025-07-05T01:57:53Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-96.068611,19.201111
2630862945,e6dc2144-bccb-4ac0-95f8-935d32c6144b,f6c46e7a3fdf760b55861bbcbdfff7ae,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",MX,"Isla de Sacrificios, Veracruz, Veracruz, Golfo de México, México",Veracruz de ignacio de la llave,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,80,NA,0,0,1,1,2004-06-07,7,6,2004,2278861,2278861,PRESERVED_SPECIMEN,ICML-UNAM,CNE,4.61.96,NA,E. V. Celaya-Hernández; M. A. Gordillo-Hernández,NA,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),A. Granados-Barba; J. A. Pérez-Nava,NotAType,NA,2025-07-05T01:57:48Z,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;DEPTH_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,-96.095278,19.18
2595552472,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2017_Tres Palmas 5m_4aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Tres Palmas 5m,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2017-05,NA,5,2017,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:24Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-67.26688,18.35072
2595529851,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2019_Maria Langa 5m_4aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Maria Langa 5m,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2019-08,NA,8,2019,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:24Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-66.7563,17.9649
2595218395,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2015_Reserva Isla Verde_5aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Reserva Isla Verde,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2015-10,NA,10,2015,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:34Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-66.01738,18.44883
2595155871,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2015_Cayo Aurora_4aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Cayo Aurora,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2015-10,NA,10,2015,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:22Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-66.87385,17.93657
2595101431,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2013_Esperanza_3aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Esperanza,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,11,3,2013-10,NA,10,2013,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:34Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-65.48794,18.08057
2595016722,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2010_Las Carmelitas_1aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Las Carmelitas,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,11,3,2010-08,NA,8,2010,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:34Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-67.93833,18.09872
2594977872,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2008_West Reef_5aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,West Reef,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2008-03,NA,3,2008,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:17Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-66.52824,17.89507
2594938684,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2007_Tres Palmas 10m_1aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,Tres Palmas 10m,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,11,3,2007-06,NA,6,2007,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:25Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-67.26997,18.34732
2594848737,b3b7d5c4-f73a-475b-a203-c6a1ddd040cd,2004_North Caballo Blanco_3aEchinometra_lucunter,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,NA,PR,North Caballo Blanco,NA,PRESENT,NA,c3ad790a-d426-4ac1-8e32-da61f81f0117,NA,NA,NA,NA,4,4,2004-06,NA,6,2004,2278861,2278861,HUMAN_OBSERVATION,NA,NA,NA,NA,NA,NA,CC0_1_0,Departament of Natural and Environmental Resources of Puerto Rico,NA,NA,NA,2025-07-31T12:10:30Z,NA,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID,-65.46715,18.05532
